date,currency_code,rate
2020-11-01,AUD,1.4158830569328091
2020-11-01,CAD,1.3297999658061208
2020-11-01,CLP,760.0
2020-11-01,EUR,0.8548469823901522
2020-11-01,GBP,0.7711403658745085
2020-11-01,INR,74.46700290647975
2020-11-01,MXN,21.235766797743203
2020-11-01,SGD,1.3636519063087706
2020-11-01,USD,1.0
2020-12-01,AUD,1.359792780748663
2020-12-01,CAD,1.2969585561497325
2020-12-01,CLP,730.0
2020-12-01,EUR,0.8355614973262031
2020-12-01,GBP,0.7503175133689839
2020-12-01,INR,73.65767045454544
2020-12-01,MXN,20.092329545454547
2020-12-01,SGD,1.3409090909090908
2020-12-01,USD,1.0
2021-01-01,AUD,1.2954119468665959
2021-01-01,CAD,1.2739793007904814
2021-01-01,CLP,723.32
2021-01-01,EUR,0.8149295085975062
2021-01-01,GBP,0.732646076114416
2021-01-01,INR,73.06698720560671
2021-01-01,MXN,19.897318881916714
2021-01-01,SGD,1.3216526770434356
2021-01-01,USD,1.0
2021-02-01,AUD,1.3100794438927508
2021-02-01,CAD,1.2805362462760677
2021-02-01,CLP,722.03
2021-02-01,EUR,0.8275405494869249
2021-02-01,GBP,0.7298907646474678
2021-02-01,INR,73.10906984442238
2021-02-01,MXN,20.287735849056606
2021-02-01,SGD,1.3316782522343595
2021-02-01,USD,1.0
2021-03-01,AUD,1.2917945739649879
2021-03-01,CAD,1.2672363726872977
2021-03-01,CLP,725.89
2021-03-01,EUR,0.8296689620841284
2021-03-01,GBP,0.7181448602007798
2021-03-01,INR,73.56384302663237
2021-03-01,MXN,20.768024558201276
2021-03-01,SGD,1.330954948975359
2021-03-01,USD,1.0
2021-04-01,AUD,1.319598161076111
2021-04-01,CAD,1.2588966456666097
2021-04-01,CLP,708.08
2021-04-01,EUR,0.8513536523071683
2021-04-01,GBP,0.725310744083092
2021-04-01,INR,73.41009705431637
2021-04-01,MXN,20.329644134173336
2021-04-01,SGD,1.3452239060105566
2021-04-01,USD,1.0
2021-05-01,AUD,1.2896043701373945
2021-05-01,CAD,1.2277768581360702
2021-05-01,CLP,713.07
2021-05-01,EUR,0.8276775368316505
2021-05-01,GBP,0.7189455388180765
2021-05-01,INR,74.06017215692766
2021-05-01,MXN,20.058351266346634
2021-05-01,SGD,1.328008607846383
2021-05-01,USD,1.0
2021-06-01,AUD,1.2918609406952966
2021-06-01,CAD,1.2031083844580779
2021-06-01,CLP,728.7
2021-06-01,EUR,0.8179959100204499
2021-06-01,GBP,0.7058077709611452
2021-06-01,INR,72.8961145194274
2021-06-01,MXN,19.900122699386504
2021-06-01,SGD,1.3226175869120655
2021-06-01,USD,1.0
2021-07-01,AUD,1.3325479636486033
2021-07-01,CAD,1.2367889599461461
2021-07-01,CLP,748.0
2021-07-01,EUR,0.841467519353753
2021-07-01,GBP,0.7239397509256144
2021-07-01,INR,74.51952204644901
2021-07-01,MXN,19.9654998317065
2021-07-01,SGD,1.3454224166947157
2021-07-01,USD,1.0
2021-08-01,AUD,1.3567403918930283
2021-08-01,CAD,1.2438819275081996
2021-08-01,CLP,770.0
2021-08-01,EUR,0.8409721638213775
2021-08-01,GBP,0.7160037002775208
2021-08-01,INR,74.33697754604322
2021-08-01,MXN,19.870237995122363
2021-08-01,SGD,1.3531242115885964
2021-08-01,USD,1.0
2021-09-01,AUD,1.3614284505373615
2021-09-01,CAD,1.2591182195142592
2021-09-01,CLP,785.0
2021-09-01,EUR,0.8462384700008463
2021-09-01,GBP,0.7266057374968267
2021-09-01,INR,73.07099940763307
2021-09-01,MXN,20.01218583396801
2021-09-01,SGD,1.3468731488533467
2021-09-01,USD,1.0
2021-10-01,AUD,1.3780172413793104
2021-10-01,CAD,1.2670689655172414
2021-10-01,CLP,810.0
2021-10-01,EUR,0.8620689655172414
2021-10-01,GBP,0.7383879310344829
2021-10-01,INR,74.11637931034483
2021-10-01,MXN,20.51336206896552
2021-10-01,SGD,1.356293103448276
2021-10-01,USD,1.0
2021-11-01,AUD,1.3301088270858525
2021-11-01,CAD,1.2372603212990154
2021-11-01,CLP,830.0
2021-11-01,EUR,0.8637070305752289
2021-11-01,GBP,0.7304802211089999
2021-11-01,INR,74.90715149421317
2021-11-01,MXN,20.677319053377097
2021-11-01,SGD,1.3494558645707377
2021-11-01,USD,1.0
2021-12-01,AUD,1.40083082906134
2021-12-01,CAD,1.2756761534382182
2021-12-01,CLP,858.0
2021-12-01,EUR,0.8838607035531201
2021-12-01,GBP,0.751281598020152
2021-12-01,INR,74.9058688350716
2021-12-01,MXN,21.289464380413648
2021-12-01,SGD,1.3638854516528194
2021-12-01,USD,1.0
2022-01-01,AUD,1.3786862087232916
2022-01-01,CAD,1.2707928659720995
2022-01-01,CLP,819.78
2022-01-01,EUR,0.8829242450997704
2022-01-01,GBP,0.7419035846724351
2022-01-01,INR,74.36800282535759
2022-01-01,MXN,20.434222143740065
2022-01-01,SGD,1.3490199540879393
2022-01-01,USD,1.0
2022-02-01,AUD,1.4092362344582594
2022-02-01,CAD,1.2698934280639433
2022-02-01,CLP,807.95
2022-02-01,EUR,0.8880994671403198
2022-02-01,GBP,0.7415452930728242
2022-02-01,INR,74.77531083481351
2022-02-01,MXN,20.541385435168742
2022-02-01,SGD,1.349822380106572
2022-02-01,USD,1.0
2022-03-01,AUD,1.3765454219673892
2022-03-01,CAD,1.2684106790897687
2022-03-01,CLP,798.22
2022-03-01,EUR,0.8958967926894821
2022-03-01,GBP,0.7461924386310697
2022-03-01,INR,75.70462282745027
2022-03-01,MXN,20.476437914352264
2022-03-01,SGD,1.3572836409245652
2022-03-01,USD,1.0
2022-04-01,AUD,1.3297140788997468
2022-04-01,CAD,1.2490951863916033
2022-04-01,CLP,818.35
2022-04-01,EUR,0.9048136083966704
2022-04-01,GBP,0.7613554107853783
2022-04-01,INR,75.99049945711184
2022-04-01,MXN,19.82328990228013
2022-04-01,SGD,1.3558631921824105
2022-04-01,USD,1.0
2022-05-01,AUD,1.3945920303605313
2022-05-01,CAD,1.2738140417457304
2022-05-01,CLP,847.79
2022-05-01,EUR,0.9487666034155597
2022-05-01,GBP,0.7960910815939279
2022-05-01,INR,76.50664136622392
2022-05-01,MXN,20.3207779886148
2022-05-01,SGD,1.3799810246679316
2022-05-01,USD,1.0
2022-06-01,AUD,1.3873226288274834
2022-06-01,CAD,1.2636295743091859
2022-06-01,CLP,867.12
2022-06-01,EUR,0.9335324869305452
2022-06-01,GBP,0.7949775952203137
2022-06-01,INR,77.53080657206871
2022-06-01,MXN,19.66747572815534
2022-06-01,SGD,1.3722927557879014
2022-06-01,USD,1.0
2022-07-01,AUD,1.4754916067146284
2022-07-01,CAD,1.2941966426858513
2022-07-01,CLP,930.0
2022-07-01,EUR,0.9592326139088729
2022-07-01,GBP,0.8311558752997602
2022-07-01,INR,79.01649880095924
2022-07-01,MXN,20.25419664268585
2022-07-01,SGD,1.3971223021582733
2022-07-01,USD,1.0
2022-08-01,AUD,1.4204045734388742
2022-08-01,CAD,1.277826639304212
2022-08-01,CLP,903.0
2022-08-01,EUR,0.9772305286817159
2022-08-01,GBP,0.8179419525065962
2022-08-01,INR,79.09068699306165
2022-08-01,MXN,20.29072608228281
2022-08-01,SGD,1.3766246457539333
2022-08-01,USD,1.0
2022-09-01,AUD,1.4645141943222713
2022-09-01,CAD,1.3163734506197522
2022-09-01,CLP,937.0
2022-09-01,EUR,0.9996001599360256
2022-09-01,GBP,0.8643842463014795
2022-09-01,INR,79.58766493402639
2022-09-01,MXN,20.18732506997201
2022-09-01,SGD,1.399640143942423
2022-09-01,USD,1.0
2022-10-01,AUD,1.5465736561345917
2022-10-01,CAD,1.3747435371358228
2022-10-01,CLP,960.0
2022-10-01,EUR,1.0258514567090686
2022-10-01,GBP,0.9058268362741075
2022-10-01,INR,81.47825194911776
2022-10-01,MXN,20.14700451374641
2022-10-01,SGD,1.4362946245383668
2022-10-01,USD,1.0
2022-11-01,AUD,1.5491102845078917
2022-11-01,CAD,1.3540766060118627
2022-11-01,CLP,920.0
2022-11-01,EUR,1.0053282396702523
2022-11-01,GBP,0.8651653764954258
2022-11-01,INR,82.521363225093
2022-11-01,MXN,19.702824972353476
2022-11-01,SGD,1.4091685935457927
2022-11-01,USD,1.0
2022-12-01,AUD,1.470920221924622
2022-12-01,CAD,1.3448440788215035
2022-12-01,CLP,880.0
2022-12-01,EUR,0.9565716472163764
2022-12-01,GBP,0.819925387411517
2022-12-01,INR,81.2444997130285
2022-12-01,MXN,19.27224029079778
2022-12-01,SGD,1.3578534532236464
2022-12-01,USD,1.0
2023-01-01,AUD,1.4713107069191824
2023-01-01,CAD,1.3538346146634164
2023-01-01,CLP,825.04
2023-01-01,EUR,0.9375585974123383
2023-01-01,GBP,0.8315488468029252
2023-01-01,INR,82.66547909244328
2023-01-01,MXN,19.553722107631728
2023-01-01,SGD,1.3407087942996436
2023-01-01,USD,1.0
2023-02-01,AUD,1.4128878281622912
2023-02-01,CAD,1.3315586561409951
2023-02-01,CLP,800.07
2023-02-01,EUR,0.9179364787956674
2023-02-01,GBP,0.8115751789976134
2023-02-01,INR,81.79364787956673
2023-02-01,MXN,18.810262529832936
2023-02-01,SGD,1.312924545621443
2023-02-01,USD,1.0
2023-03-01,AUD,1.476600524148259
2023-03-01,CAD,1.3600711344065892
2023-03-01,CLP,809.17
2023-03-01,EUR,0.9359790340696368
2023-03-01,GBP,0.8290340696368401
2023-03-01,INR,82.44552602021714
2023-03-01,MXN,18.2406402096593
2023-03-01,SGD,1.339947585174092
2023-03-01,USD,1.0
2023-04-01,AUD,1.4959080459770115
2023-04-01,CAD,1.3551264367816094
2023-04-01,CLP,804.72
2023-04-01,EUR,0.9195402298850576
2023-04-01,GBP,0.8084597701149426
2023-04-01,INR,82.2064367816092
2023-04-01,MXN,18.059034482758623
2023-04-01,SGD,1.330022988505747
2023-04-01,USD,1.0
2023-05-01,AUD,1.5175302795738093
2023-05-01,CAD,1.364265549585648
2023-05-01,CLP,797.53
2023-05-01,EUR,0.9106638739641197
2023-05-01,GBP,0.8018395410254074
2023-05-01,INR,81.82815772698297
2023-05-01,MXN,18.04771878699572
2023-05-01,SGD,1.3367635005919314
2023-05-01,USD,1.0
2023-06-01,AUD,1.53379452182855
2023-06-01,CAD,1.3568290174815367
2023-06-01,CLP,798.2
2023-06-01,EUR,0.9348415443582312
2023-06-01,GBP,0.8023090586145648
2023-06-01,INR,82.4595681032065
2023-06-01,MXN,17.639992521267644
2023-06-01,SGD,1.3523417780686173
2023-06-01,USD,1.0
2023-07-01,AUD,1.5091109884041964
2023-07-01,CAD,1.3266151297625621
2023-07-01,CLP,814.26
2023-07-01,EUR,0.9203018590097551
2023-07-01,GBP,0.7898766795508927
2023-07-01,INR,82.09690778575373
2023-07-01,MXN,17.082090925823668
2023-07-01,SGD,1.3557886986931713
2023-07-01,USD,1.0
2023-08-01,AUD,1.5092980856882408
2023-08-01,CAD,1.3280765724703738
2023-08-01,CLP,856.66
2023-08-01,EUR,0.9115770282588879
2023-08-01,GBP,0.7827256153144941
2023-08-01,INR,82.27484047402005
2023-08-01,MXN,16.798359161349136
2023-08-01,SGD,1.3346399270738378
2023-08-01,USD,1.0
2023-09-01,AUD,1.5434341571375876
2023-09-01,CAD,1.351530800442641
2023-09-01,CLP,884.21
2023-09-01,EUR,0.9221689413500553
2023-09-01,GBP,0.7888048690520103
2023-09-01,INR,82.71578753227591
2023-09-01,MXN,17.077462191073405
2023-09-01,SGD,1.350055330136481
2023-09-01,USD,1.0
2023-10-01,AUD,1.5422880875967528
2023-10-01,CAD,1.342929960354918
2023-10-01,CLP,925.66
2023-10-01,EUR,0.943930526713234
2023-10-01,GBP,0.8161034547857279
2023-10-01,INR,83.08146120445535
2023-10-01,MXN,17.46554653577497
2023-10-01,SGD,1.3633188597319237
2023-10-01,USD,1.0
2023-11-01,AUD,1.5716997247793487
2023-11-01,CAD,1.3865426592009111
2023-11-01,CLP,885.89
2023-11-01,EUR,0.9490367277213627
2023-11-01,GBP,0.8251399829173388
2023-11-01,INR,83.28034544936888
2023-11-01,MXN,17.98016513239062
2023-11-01,SGD,1.3706937458479642
2023-11-01,USD,1.0
2023-12-01,AUD,1.5124597701149427
2023-12-01,CAD,1.355034482758621
2023-12-01,CLP,875.02
2023-12-01,EUR,0.9195402298850576
2023-12-01,GBP,0.7912183908045978
2023-12-01,INR,83.32183908045977
2023-12-01,MXN,17.301425287356324
2023-12-01,SGD,1.3380229885057473
2023-12-01,USD,1.0
2024-01-01,AUD,1.471764705882353
2024-01-01,CAD,1.3250678733031673
2024-01-01,CLP,909.37
2024-01-01,EUR,0.9049773755656109
2024-01-01,GBP,0.7864705882352941
2024-01-01,INR,83.17149321266969
2024-01-01,MXN,16.94398190045249
2024-01-01,SGD,1.3204524886877829
2024-01-01,USD,1.0
2024-02-01,AUD,1.5344923247641946
2024-02-01,CAD,1.3449232476419457
2024-02-01,CLP,965.78
2024-02-01,EUR,0.9247272054743851
2024-02-01,GBP,0.789282411688552
2024-02-01,INR,82.978546328833
2024-02-01,MXN,17.217958202330312
2024-02-01,SGD,1.340761975217311
2024-02-01,USD,1.0
2024-03-01,AUD,1.5386109312864145
2024-03-01,CAD,1.3575325996485712
2024-03-01,CLP,967.99
2024-03-01,EUR,0.9248127254231019
2024-03-01,GBP,0.7915287154351244
2024-03-01,INR,82.87570516970314
2024-03-01,MXN,17.02386016831592
2024-03-01,SGD,1.3468047720336631
2024-03-01,USD,1.0
2024-04-01,AUD,1.536120617889187
2024-04-01,CAD,1.357136250115623
2024-04-01,CLP,957.7
2024-04-01,EUR,0.9249838127832763
2024-04-01,GBP,0.7909536583109795
2024-04-01,INR,83.37480344093979
2024-04-01,MXN,16.573767459069465
2024-04-01,SGD,1.3492738877069652
2024-04-01,USD,1.0
2024-05-01,AUD,1.5322821421907071
2024-05-01,CAD,1.3689121104683708
2024-05-01,CLP,916.05
2024-05-01,EUR,0.9330098899048329
2024-05-01,GBP,0.797518193692853
2024-05-01,INR,83.42554581078558
2024-05-01,MXN,16.970983392423957
2024-05-01,SGD,1.3615413323381227
2024-05-01,USD,1.0
2024-06-01,AUD,1.5034095097677849
2024-06-01,CAD,1.3641725027644673
2024-06-01,CLP,928.44
2024-06-01,EUR,0.9214891264283082
2024-06-01,GBP,0.7866291927755253
2024-06-01,INR,83.4182639144858
2024-06-01,MXN,16.991061555473646
2024-06-01,SGD,1.3511795060818284
2024-06-01,USD,1.0
2024-07-01,AUD,1.4992089343880874
2024-07-01,CAD,1.369101907864123
2024-07-01,CLP,951.93
2024-07-01,EUR,0.9306654257794322
2024-07-01,GBP,0.7891112145183806
2024-07-01,INR,83.44113541181945
2024-07-01,MXN,18.36342484876687
2024-07-01,SGD,1.355700325732899
2024-07-01,USD,1.0
2024-08-01,AUD,1.5294281212345908
2024-08-01,CAD,1.3821484845676153
2024-08-01,CLP,943.35
2024-08-01,EUR,0.9268699601445918
2024-08-01,GBP,0.7816108999907313
2024-08-01,INR,83.74131059412365
2024-08-01,MXN,18.53146723514691
2024-08-01,SGD,1.338122161460747
2024-08-01,USD,1.0
2024-09-01,AUD,1.4702805087038875
2024-09-01,CAD,1.347614323081086
2024-09-01,CLP,913.2
2024-09-01,EUR,0.9019572472264814
2024-09-01,GBP,0.7587264363669162
2024-09-01,INR,83.83557319383061
2024-09-01,MXN,19.624875980878507
2024-09-01,SGD,1.302516460719762
2024-09-01,USD,1.0
2024-10-01,AUD,1.4468699260328342
2024-10-01,CAD,1.3517950568284323
2024-10-01,CLP,898.0
2024-10-01,EUR,0.9020386072523904
2024-10-01,GBP,0.750432978531481
2024-10-01,INR,83.82734981057189
2024-10-01,MXN,19.704492152264116
2024-10-01,SGD,1.2870286848277106
2024-10-01,USD,1.0
2024-11-01,AUD,1.5186035829122646
2024-11-01,CAD,1.3912723932016535
2024-11-01,CLP,961.44
2024-11-01,EUR,0.9186954524575103
2024-11-01,GBP,0.7716858061552595
2024-11-01,INR,84.05649977032614
2024-11-01,MXN,19.958383096003672
2024-11-01,SGD,1.322186495176849
2024-11-01,USD,1.0
2024-12-01,AUD,1.5380609733005113
2024-12-01,CAD,1.4008710471501609
2024-12-01,CLP,973.8
2024-12-01,EUR,0.946790380609733
2024-12-01,GBP,0.7877769361863283
2024-12-01,INR,84.5715773527741
2024-12-01,MXN,20.39102442719182
2024-12-01,SGD,1.340560499905321
2024-12-01,USD,1.0
2025-01-01,AUD,1.614399845990952
2025-01-01,CAD,1.4388295312349602
2025-01-01,CLP,994.41
2025-01-01,EUR,0.9625565501973241
2025-01-01,GBP,0.7981326402926173
2025-01-01,INR,85.60352295697372
2025-01-01,MXN,20.743478679372416
2025-01-01,SGD,1.36336509769949
2025-01-01,USD,1.0
2025-02-01,AUD,1.607043202155297
2025-02-01,CAD,1.44664678148754
2025-02-01,CLP,983.3
2025-02-01,EUR,0.9621860867891852
2025-02-01,GBP,0.8044645434427019
2025-02-01,INR,86.59145578754932
2025-02-01,MXN,20.66477436736265
2025-02-01,SGD,1.3558164148946408
2025-02-01,USD,1.0
2025-03-01,AUD,1.6080107578522718
2025-03-01,CAD,1.4426087791758717
2025-03-01,CLP,960.36
2025-03-01,EUR,0.9605225242531938
2025-03-01,GBP,0.7934684468350783
2025-03-01,INR,87.3796945538373
2025-03-01,MXN,20.381423494380947
2025-03-01,SGD,1.3482854672942082
2025-03-01,USD,1.0
2025-04-01,AUD,1.599462365591398
2025-04-01,CAD,1.439469781238413
2025-04-01,CLP,946.13
2025-04-01,EUR,0.9269558769002596
2025-04-01,GBP,0.7755376344086021
2025-04-01,INR,85.63589173155358
2025-04-01,MXN,20.52094920281795
2025-04-01,SGD,1.3433444568038562
2025-04-01,USD,1.0
2025-05-01,AUD,1.5649344939769632
2025-05-01,CAD,1.382924470236525
2025-05-01,CLP,949.75
2025-05-01,EUR,0.8792754770069463
2025-05-01,GBP,0.7489668513145169
2025-05-01,INR,84.53002725753979
2025-05-01,MXN,19.521674140508225
2025-05-01,SGD,1.3065154312846214
2025-05-01,USD,1.0
2025-06-01,AUD,1.5563100802539906
2025-06-01,CAD,1.3807214040038807
2025-06-01,CLP,945.21
2025-06-01,EUR,0.8819119851838787
2025-06-01,GBP,0.7418643619366787
2025-06-01,INR,85.5673339800688
2025-06-01,MXN,19.29323573507364
2025-06-01,SGD,1.2905018079195698
2025-06-01,USD,1.0
2025-07-01,AUD,1.518628281117697
2025-07-01,CAD,1.3612193056731583
2025-07-01,CLP,931.92
2025-07-01,EUR,0.8467400508044031
2025-07-01,GBP,0.7271803556308213
2025-07-01,INR,85.56519898391193
2025-07-01,MXN,18.682049110922947
2025-07-01,SGD,1.2708721422523284
2025-07-01,USD,1.0
2025-08-01,AUD,1.5569975447211504
2025-08-01,CAD,1.3874079270431428
2025-08-01,CLP,973.62
2025-08-01,EUR,0.876885303402315
2025-08-01,GBP,0.7598211153981059
2025-08-01,INR,87.504384426517
2025-08-01,MXN,18.95457734128376
2025-08-01,SGD,1.2987548228691688
2025-08-01,USD,1.0
2025-09-01,AUD,1.5266752027315407
2025-09-01,CAD,1.3747332479726846
2025-09-01,CLP,966.54
2025-09-01,EUR,0.8536064874093043
2025-09-01,GBP,0.7393939393939394
2025-09-01,INR,88.19675629534785
2025-09-01,MXN,18.6093896713615
2025-09-01,SGD,1.2838241570635938
2025-09-01,USD,1.0
2025-10-01,AUD,1.513220743773456
2025-10-01,CAD,1.3934663937222789
2025-10-01,CLP,961.81
2025-10-01,EUR,0.8529512111907198
2025-10-01,GBP,0.7424087342204024
2025-10-01,INR,88.72569089048106
2025-10-01,MXN,18.264841351074715
2025-10-01,SGD,1.289150460593654
2025-10-01,USD,1.0
